label,log,package
10,[ERROR] Failed to execute goal on project jsoup: Could not resolve dependencies for project org.jsoup:jsoup:jar:1.14.2: Cannot access huaweicloud,jsoup
10,[ERROR] Failed to execute goal on project tcl: Could not resolve dependencies for project org.jsr-305:tcl:jar:0.1-SNAPSHOT: Could not find artifact org.jsr-305:ri:jar:0.1-SNAPSHOT,jsr-305
2,ModuleNotFoundError: No module named 'six',junit5
2,ModuleNotFoundError: No module named 'javapackages',jvnet-parent
7,error(10):  internal error: org.antlr.tool.Grammar.createLookaheadDFA(Grammar.java:1279): could not even do k=1 for decision 130; reason: timed out,jython
4,./agent.go:733:17: undefined: initRootBusPath,kata-containers
2,ModuleNotFoundError: No module named 'javapackages',kohsuke-pom
1,Makefile:30: *** Unsupported architecture riscv64  check https://github.com/dynup/kpatch/#supported-architectures.  Stop.,kpatch
7,Timeout:            25  ,ksh
10,[ERROR] Failed to execute goal on project language-detector: Could not resolve dependencies for project com.optimaize.languagedetector:language-detector:jar:0.6: Cannot access huaweicloud,language-detector
3,make[5]: *** [Makefile:966: test-suite.log] Error 1 make[4]: *** [Makefile:1074: check-TESTS] Error 2,lasso
7,Job seems to be stuck here  killed. (after 28800 seconds of inactivity), leveldb-java
2,ModuleNotFoundError: No module named 'javapackages',leveldbjni
4,error: 'SYS_eventfd' undeclared (first use in this function); did you mean 'SYS_eventfd2'?,libaio
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libappindicator
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libappstream-glib
4,error: 'struct user_regs_struct' declared inside parameter list will not be visible outside of this definition or declaration,libcareplus
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel,libcomps
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libdazzle
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libdbusmenu
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libdmapsharing
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libeasyfc
2,generic' is not a recognized processor for this target (ignoring processor),libepoxy
3,1/325 TESTS FAILED. (27 skipped),libevent
2,ModuleNotFoundError: No module named 'SCons',libffado
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libgdata
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libgdl
8,error: File not found: /home/abuild/rpmbuild/BUILDROOT/libgexiv2-0.12.1-1.oe1.riscv64/usr/lib64/python3.8/site-packages/gi/overrides/GExiv2.py,libgexiv2
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libgit2-glib
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libgnomekbd
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libgnome-keyring
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libgovirt
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libgsf
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libgtop2
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libgudev
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libgusb
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libgweather
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libgxps
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libhandy
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libical
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel,liblognorm
8,libmicrohttpd-tutorial.texi:115: @include: could not find chapters/websocket.inc, libmicrohttpd
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libmodulemd
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libmypaint
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libnice
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libnma
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libnotify
3,make[2]: *** [Makefile:519: check-TESTS] Error 1 make[1]: *** [Makefile:802: check-am] Error 2,liboauth
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libosinfo
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libpeas
3,make[3]: *** [Makefile:792: test-suite.log] Error 1 make[2]: *** [Makefile:900: check-TESTS] Error 2,libraqm
2,ModuleNotFoundError: No module named 'giscanner._giscanner', librsvg2
8,fatal error: valgrind/valgrind.h: No such file or directory,libsecret
2,ModuleNotFoundError: No module named 'Scons,libserf
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libsoup
2,configure: error: 'libgeos_c' (>= v.3.7.0) is required but it doesn't seem to be installed on this system. You may need to try re-running configure with a --disable-geos370 parameter.,libspatialite
2,configure: error: failed to find required module pywbem,libstoragemgmt
2,ERROR: System library talloc of version 2.3.2 not found  and bundling disabled,libtevent
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libtimezonemap
2,ModuleNotFoundError: No module named 'giscanner._giscanner', libvirt-glib
4,error No architecture specific memory barrier definitions found!,libvma
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libwnck
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libwnck3
2,configure: error: Package requirements (xproto fixesproto >= 6.0 xextproto x11 >= 1.6) were not met:,libXfixes
2,"	configure: error: Package requirements (xproto >= 7.0.13 x11 >= 1.6 xextproto >= 7.0.3 xext >= 1.0.99.1 inputproto >= 2.3.99.1) were not met:",libXi
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libxklavier
2,ModuleNotFoundError: No module named 'giscanner._giscanner',libxmlb
6,/usr/lib/rpm/brp-digest-list: line 32: gen_digest_lists: command not found,libzapojit
4,/usr/include/c++/10.3.1/bits/atomic_base.h:443: undefined reference to `__atomic_exchange_1',lldb
2,ModuleNotFoundError: No module named 'six',log4j12
2,ModuleNotFoundError: No module named 'encodings',lohit-assamese-fonts
2,ModuleNotFoundError: No module named 'encodings',lohit-bengali-fonts
2,ModuleNotFoundError: No module named 'encodings',lohit-devanagari-fonts
2,ModuleNotFoundError: No module named 'encodings',lohit-gujarati-fonts
2,ModuleNotFoundError: No module named 'encodings',lohit-gurmukhi-fonts
2,ModuleNotFoundError: No module named 'encodings',lohit-malayalam-fonts
2,ModuleNotFoundError: No module named 'encodings',lohit-marathi-fonts
2,ModuleNotFoundError: No module named 'encodings',lohit-nepali-fonts
2,ModuleNotFoundError: No module named 'encodings',lohit-odia-fonts
2,ModuleNotFoundError: No module named 'encodings',lohit-tamil-fonts
8,/bin/sh: line 21: cd: riscv64: No such file or directory,ltrace
2,ModuleNotFoundError: No module named 'javapackages',lucene
3,1 Test in 1 Category Failed,make
9,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.8.0:compile (default-compile) on project maven-archiver: Compilation failure,maven-archiver
2,ModuleNotFoundError: No module named 'javapackages',maven-artifact-resolver
2,ModuleNotFoundError: No module named 'javapackages',maven-artifact-transfer
9,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.8.0:compile (default-compile) on project maven-assembly-plugin: Compilation failure,maven-assembly-plugin
2,ModuleNotFoundError: No module named 'javapackages',maven-clean-plugin
2,ModuleNotFoundError: No module named 'javapackages',maven-common-artifact-filters
2,ModuleNotFoundError: No module named 'javapackages',maven-compiler-plugin
2,ModuleNotFoundError: No module named 'javapackages',maven-dependency-plugin
2,ModuleNotFoundError: No module named 'javapackages',maven-dependency-tree
2,ModuleNotFoundError: No module named 'javapackages',maven-doxia
2,ModuleNotFoundError: No module named 'javapackages',maven-doxia-sitetools
2,ModuleNotFoundError: No module named 'javapackages',maven-enforcer
2,ModuleNotFoundError: No module named 'javapackages',maven-install-plugin
2,ModuleNotFoundError: No module named 'javapackages',maven-invoker-plugin
2,ModuleNotFoundError: No module named 'javapackages',maven-javadoc-plugin
2,ModuleNotFoundError: No module named 'javapackages',maven-parent
2,ModuleNotFoundError: No module named 'javapackages',maven-plugin-build-helper
2,ModuleNotFoundError: No module named 'javapackages',maven-plugin-bundle
2,ModuleNotFoundError: No module named 'javapackages',maven-plugins-pom
2,ModuleNotFoundError: No module named 'javapackages',maven-plugin-testing
2,ModuleNotFoundError: No module named 'javapackages',maven-remote-resources-plugin
2,ModuleNotFoundError: No module named 'javapackages',maven-reporting-api
2,ModuleNotFoundError: No module named 'javapackages',maven-reporting-impl
2,ModuleNotFoundError: No module named 'javapackages',maven-resolver
2,ModuleNotFoundError: No module named 'javapackages',maven-resources-plugin
2,ModuleNotFoundError: No module named 'javapackages',maven-scm
2,ModuleNotFoundError: No module named 'javapackages',maven-shade-plugin
2,ModuleNotFoundError: No module named 'javapackages',maven-shared
2,ModuleNotFoundError: No module named 'javapackages',maven-shared-utils
2,ModuleNotFoundError: No module named 'javapackages',maven-surefire
1,Error: unsupported machine: riscv64.,memleax
3,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project metadata-extractor: There are test failures.,metadata-extractor2
2,ModuleNotFoundError: No module named 'javapackages',minlog
7,Error: timeout of 50ms exceeded. Ensure the done() callback is being called in this test.,mocha
2,ModuleNotFoundError: No module named 'javapackages',mockito
8,h2_conn_io.c:27:10: fatal error: http_ssl.h: No such file or directory,mod_http2
2,configure: error: Couldn't find libqmi-glib >= 1.26.0. Install it  or otherwise configure using --without-qmi to disable QMI support.,ModemManager
2,ModuleNotFoundError: No module named 'javapackages',mongo-java-driver
2,configure: error: cannot guess build type; you must specify one,motif
1,ERROR: Unknown CPU type: riscv64,mozjs52
2,ModuleNotFoundError: No module named 'javapackages',munge-maven-plugin
6,meson.build:285:2: ERROR: Automatic wrap-based subproject downloading is disabled,mutter
9,[ERROR] No plugin found for prefix 'install' in the current project and in the plugin groups [org.apache.maven.plugins  org.codehaus.mojo] available from the repositories,mybatis
2,ModuleNotFoundError: No module named 'javapackages',native-platform
2,ModuleNotFoundError: No module named 'javapackages',nekohtml
1,[ERROR] unknown os.arch: riscv64,netty
2,ModuleNotFoundError: No module named 'javapackages',netty3
2,ModuleNotFoundError: No module named 'javapackages',netty-tcnative
2,configure: error: introspection enabled but can't be used,NetworkManager
1,configure: error: Package requirements (libnftnl >= 1.2.0) were not met: Package dependency requirement 'libnftnl >= 1.2.0' could not be satisfied. Package 'libnftnl' has version '1.1.8'  required version is '>= 1.2.0',nftables
3,tests 19 pass  18 fail  1,nodejs-glob
4,events - events...[31mFatal error: (node:1146476) [DEP0111] DeprecationWarning: Access to process.binding('http_parser') is deprecated.,nodejs-grunt-contrib-watch
2,"gyp ERR! configure error  gyp ERR! stack Error: Can't find Python executable ""python""  you can set the PYTHON env variable.",nodejs-iconv
8,find: 'debug': No such file or directory,nodejs-is-regex
8,find: 'debug': No such file or directory,nodejs-is-symbol
3,8[31m Failed[39m  393 passed - Test Sync math/strict-legacy/css: [32mOK[39m,nodejs-less
3,tests 1 fail  1,nodejs-minimist
3,/var/tmp/rpm-tmp.qHJJr6: line 33: 149216 Aborted                 (core dumped) /usr/lib/node_modules/mocha/bin/mocha --recursive test,nodejs-mock-fs
7,Error: timeout of 200ms exceeded,nodejs-promise
7,Error: timeout of 2000ms exceeded,nodejs-raw-body
4,"TypeError [ERR_INVALID_ARG_TYPE]: The ""data"" argument must be of type string or an instance of Buffer  TypedArray  or DataView. Received an instance of SourceMapGenerator",nodejs-source-map-support
7,timeout test,nodejs-tap
3,tests 36 pass  34 fail  2,nodejs-traverse
4,/usr/bin/ld: ./.libs/libnuma.so: undefined reference to `__atomic_fetch_and_1',numactl
2,ModuleNotFoundError: No module named 'javapackages',objectweb-asm
2,ModuleNotFoundError: No module named 'javapackages',objectweb-asm3
2,ModuleNotFoundError: No module named 'javapackages',objectweb-pom
1,Ruby  (< 3.2.dev  >= 2.6)  which is required by gem 'rails (~> 5.2)'  is not available in the local ruby installation,obs-bundled-gems
1,Unable to find a spec satisfying nokogiri (>= 0) in the set. Perhaps the lockfile is corrupted? Found nokogiri (1.13.3-x86_64-linux)  nokogiri  (1.13.3-x86_64-linux)  nokogiri (1.13.3-x86_64-linux)  nokogiri  (1.13.3-x86_64-linux) that did not match the current platform.,obs-server
8,error: File not found: /home/abuild/rpmbuild/BUILDROOT/oemaker-2.0.3-13.oe1.riscv64/etc/isocut/anaconda-ks.cfg,oemaker
2,ModuleNotFoundError: No module named 'encodings',openjdk-11
2,configure: WARNING: valgrind.h not found configure: WARNING: Cannot compile this component configure: error: Cannot continue,openmpi
2,ModuleNotFoundError: No module named 'javapackages',opentest4j
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel,openvswitch
3,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project openwebbeans-impl: Execution default-test of goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test failed. ConcurrentModificationException,openwebbeans
2,configure: error: Could not find python module: gi,orca
2,ModuleNotFoundError: No module named 'javapackages',osgi-annotation
2,ModuleNotFoundError: No module named 'javapackages',osgi-compendium
2,ModuleNotFoundError: No module named 'javapackages',osgi-core
2,ModuleNotFoundError: No module named 'giscanner._giscanner',ostree
6,help2man: can't get `--help' info from /home/abuild/rpmbuild/BUILD/pacemaker-Pacemaker-2.0.5/tools/crm_shadow,pacemaker
2,ModuleNotFoundError: No module named 'giscanner._giscanner',PackageKit
2,ModuleNotFoundError: No module named 'giscanner._giscanner',pango
2,configure: error: cannot guess build type; you must specify one,passenger
3,[ERROR] Tests run: 5  Failures: 0  Errors: 1  Skipped: 0  Time elapsed: 3 226.333 s <<< FAILURE! - in org.apache.pdfbox.encryption.TestSymmetricKeyEncryption,pdfbox
1,Alien::Build version 2.37 required--this is only version 2.28 at /usr/share/perl5/vendor_perl/Alien/Build.pm line 319.,perl-Alien-Libxml2
3,Failed 14/29 test programs. 22/506 subtests failed.,perl-bignum
3,Failed 2/18 test programs. 1958/9107 subtests failed.,perl-Math-BigRat
3,Failed 11/11 test programs. 2/2 subtests failed.,perl-PathTools
4,"error: missing binary operator before token ""("" error: 'PerlInterpreter' {aka 'struct interpreter'} has no member named 'Tstack_base'; did you mean 'Istack_base'?",perl-threads
4,"error: missing binary operator before token ""(""",perl-threads-shared
4,"error: missing binary operator before token ""(""",perl-Time-HiRes
4,"error: missing binary operator before token ""(""",perl-Unicode-Normalize
2,ModuleNotFoundError: No module named 'flask_limiter',pkgship
2,ModuleNotFoundError: No module named 'javapackages',plexus-ant-factory
9,ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.8.0:compile (default-compile) on project plexus-archiver: Compilation failure,plexus-archiver
2,ModuleNotFoundError: No module named 'javapackages',plexus-bsh-factory
10,[ERROR] [ERROR] Some problems were encountered while processing the POMs: [FATAL] Non-resolvable parent POM for org.sonatype.plexus:plexus-build-api:0.0.7: Could not transfer artifact org.sonatype.spice:spice-parent:pom:15 from/to huaweicloud,plexus-build-api
2,ModuleNotFoundError: No module named 'javapackages',plexus-cipher
2,ModuleNotFoundError: No module named 'javapackages',plexus-classworlds
2,ModuleNotFoundError: No module named 'javapackages',plexus-cli
2,ModuleNotFoundError: No module named 'javapackages',plexus-compiler
2,ModuleNotFoundError: No module named 'javapackages',plexus-i18n
2,ModuleNotFoundError: No module named 'javapackages',plexus-interactivity
9,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.8.0:compile (default-compile) on project plexus-io: Compilation failure,plexus-io
2,ModuleNotFoundError: No module named 'javapackages',plexus-pom
2,ModuleNotFoundError: No module named 'javapackages',plexus-resources
2,ModuleNotFoundError: No module named 'javapackages',plexus-velocity
4,_build/src/github.com/containers/libpod/vendor/github.com/boltdb/bolt/freelist.go:204:17: undefined: maxAllocSize,podman
2,ModuleNotFoundError: No module named 'six',polyglot
2,ModuleNotFoundError: No module named 'giscanner._giscanner',poppler
9,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.8.0:compile (default-compile) on project postgresql: Compilation failure,postgresql-jdbc
9,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.8.0:testCompile (default-testCompile) on project protobuf-javalite: Compilation failure,protobuf
1,Package dependency requirement 'protobuf >= 2.6.0' could not be satisfied. Package 'protobuf' has version '2.5.0'  required version is '>= 2.6.0',protobuf-c
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel,py3c
3,444 failed  699 passed  44 skipped  220 deselected  7 warnings in 2403.54 seconds ,pylint
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel,pyOpenSSL
2,ModuleNotFoundError: No module named 'sipconfig',PyQt4
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel,pyScss
1,distutils.errors.DistutilsError: Command '['/usr/bin/python3'  '-m'  'pip'  '--disable-pip-version-check'  'wheel'  '--no-deps'  '-w'  '/tmp/tmpqxseg00m'  '--quiet'  'setuptools-scm>=3.4']',pytest
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel,python-atomicwrites
2,ModuleNotFoundError: No module named 'pytz',python-breathe
3,13 skipped  11 deselected  28 warnings  6 error in 839.31 seconds,python-cryptography
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel,python-entrypoints
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel,python-execnet
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babe,python-filelock
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babe,python-funcsigs
4,error: ‘EVBACKEND_LINUXAIO’ undeclared (first use in this function) error: ‘EVBACKEND_IOURING’ undeclared (first use in this function); did you mean ‘EVBACKEND_PORT’?,python-gevent
2,ModuleNotFoundError: No module named 'tornado',python-httpretty
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel,python-hypothesis
1,distutils.errors.DistutilsError: Command '['/usr/bin/python3'  '-m'  'pip'  '--disable-pip-version-check'  'wheel'  '--no-deps'  '-w'  '/tmp/tmp0lyyfq1n'  '--quiet'  'setuptools_scm[toml]>=3.4.1']' returned non-zero exit status 1.,python-importlib-resources
1,distutils.errors.DistutilsError: Command '['/usr/bin/python3'  '-m'  'pip'  '--disable-pip-version-check'  'wheel'  '--no-deps'  '-w'  '/tmp/tmp7j5_o2u2'  '--quiet'  'setuptools_scm[toml]>=3.4.1']' returned non-zero exit status 1.,python-jaraco-functools
7,Job seems to be stuck here  killed. (after 28800 seconds of inactivity),python-joblib
4,AttributeError: 'NoneType' object has no attribute 'split',python-jsonpatch
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel,python-netaddr
2,ModuleNotFoundError: No module named 'pytz',python-nss
1,RuntimeError: Cannot cythonize with old Cython version (0.29.14 installed  needs 0.29.21),python-pandas
2,pkg_resources.DistributionNotFound: The 'PasteDeploy' distribution was not found and is required by the application,python-paste-deploy
3,FAILED Tests/oss-fuzz/test_fuzzers.py - AttributeError: 'Version' object has …,python-pillow
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel,python-py
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel,python-pyasn1
2,ModuleNotFoundError: No module named 'pytz',python-pybeam
1,distutils.errors.DistutilsError: Command '['/usr/bin/python3'  '-m'  'pip'  '--disable-pip-version-check'  'wheel'  '--no-deps'  '-w'  '/tmp/tmphjcf8wjt'  '--quiet'  'pytz>=2015.7']' returned non-zero exit status 1.,python-pygments
2,ModuleNotFoundError: No module named 'Image',python-qrcode
1,Error: This version of PyQt5 requires sip 4.19.23 or later.,python-qt5
2,ImportError: scipy is not installed.,python-scikit-learn
2,ModuleNotFoundError: No module named 'pytz',python-sphinx
1,distutils.errors.DistutilsError: Command '['/usr/bin/python3'  '-m'  'pip'  '--disable-pip-version-check'  'wheel'  '--no-deps'  '-w'  '/tmp/tmp_c1huvz4'  '--quiet'  'setuptools_scm[toml]>=3.4']' returned non-zero exit status 1.,python-tqdm
2,ModuleNotFoundError: No module named 'tornado',python-urllib3
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel,python-webencodings
2,ModuleNotFoundError: No module named 'werkzeug.middleware',python-werkzeug
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel,python-wrapt
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel,python-zope-event
2,ERROR: Could not find a version that satisfies the requirement coverage>=5.0.3 (from versions: none),python-zope-interface
2,RuntimeError: Missing build dependency: Unable to `import yaml`.,pytorch
2,ModuleNotFoundError: No module named 'javapackages',qdox
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel,qemu
3,ESTS COMPLETE.  Summary: Total tests: 2133 Passes: 2129 Failures: 1 Unexpected Passes: 0 Expected Failures: 3, qpdf
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel,qpid-proton
4,UnboundLocalError: local variable 'QtCore' referenced before assignment,qscintilla
4,qdeclarativepositionsource.cpp:283:49: error: 'errorOccurred' is not a member of 'QAbstractSocket',qt5-qtlocation
4,debugging/qscriptdebuggerconsole.cpp:407:48: error: 'SkipEmptyParts' is not a member of 'Qt',qt5-qtscript
4,WARNING: /home/abuild/rpmbuild/BUILD/webkit-qtwebkit-23/Tools/qmake/mkspecs/features/use_all_in_one_files.prf:15: Unmatched parentheses are deprecated.,qtwebkit
2,ModuleNotFoundError: No module named 'six',reflections
2,ModuleNotFoundError: No module named 'giscanner._giscanner',rest
2,ModuleNotFoundError: No module named 'javapackages',hino
2,ModuleNotFoundError: No module named 'giscanner._giscanner',rpm-ostree
3,388 scenarios ([31m7 failed[0m  [36m4 skipped[0m  [32m377 passed[0m) 1832 steps ([31m7 failed[0m  [36m17 skipped[0m  [32m1808 passed[0m) 61m12.881s,rubygem-aruba
8,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory,rubygem-atomic
4,NoMethodError: undefined method `source_location' for #<Binding:0x0000002ac6508d18>,rubygem-bindex
8,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory,rubygem-byebug
3,rspec ./spec/builtin_contracts_spec.rb:440 # Contracts: StrictHash: when given an input with missing keys raises an error, rubygem-contracts
3,cucumber features/docs/defining_steps/nested_steps.feature:111 # Scenario: Backtrace doesn't skip nested steps,rubygem-cucumber
7,cucumber features/timeouts.feature:30 # Scenario: Invoke a step definition that takes longer than its timeout,rubygem-cucumber-wire
8,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory,rubygem-fattr
4,ruby: invalid option -:  (-h will show valid options) (RuntimeError),rubygem-flexmock
8,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory,rubygem-httpclient
3,TestFiles#test_gfm_header_ids_to_html [/home/abuild/rpmbuild/BUILD/kramdown-parser-gfm-1.1.0/usr/share/gems/gems/kramdown-parser-gfm-1.1.0/test/test_files.rb:32]:,rubygem-kramdown-parser-gfm
1,An error occurred while loading ./spec/sinatra_spec.rb. Failure/Error: require 'ruby2_keywords',rubygem-mustermann
6,tee: /dev/stderr: Permission denied,rubygem-prawn
8,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory,rubygem-prawn-table
4,/home/abuild/rpmbuild/BUILD/rails-html-sanitizer-1.4.2/usr/share/gems/gems/rails-html-sanitizer-1.4.2/test/sanitizer_test.rb:184:in `<class:SanitizersTest>': uninitialized constant Loofah::HTML5::SafeList (NameError),rubygem-rails-html-sanitizer
8,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory,rubygem-rake-compiler
3,594 tests  5247 assertions  1 failure,rubygem-redis
8,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory,rubygem-session
3,1 tests  0 assertions  0 failures  1 errors,rubygem-shoulda
4,TZInfo::DataSources::TCZoneinfoDataSource#test_timezone_identifiers_excludes_those_that_cannot_be_utf8_encoded: NoMethodError: undefined method `call' for nil:NilClass,rubygem-tzinfo
2,ERROR: Python module pytdb of version 1.4.3 not found  and bundling disabled,samba
7,Job seems to be stuck here  killed. (after 28800 seconds of inactivity),sbt
7,Job seems to be stuck here  killed. (after 28800 seconds of inactivity),scala
2,CMake Error at /usr/share/cmake/Modules/FindPackageHandleStandardArgs.cmake:230 (message): Could NOT find PY_yaml (missing: PY_YAML),scap-security-guide
2,ModuleNotFoundError: No module named 'selinux',setroubleshoot
2,ModuleNotFoundError: No module named 'javapackages', shrinkwrap
4,Error: child killed by signal 6 (Aborted),simde
2,ModuleNotFoundError: No module named 'javapackages', sisu
2,ModuleNotFoundError: No module named 'six',sisu-mojos
2,ModuleNotFoundError: No module named 'javapackages',slf4j
2,ModuleNotFoundError: No module named 'giscanner._giscanner',snapd-glib
2,ModuleNotFoundError: No module named 'javapackages',sonatype-oss-parent
2,ModuleNotFoundError: No module named 'six',spatial4j
2,ModuleNotFoundError: No module named 'giscanner._giscanner',spice-gtk
2,ModuleNotFoundError: No module named 'javapackages',spice-parent
2,ModuleNotFoundError: No module named 'six',spymemcached
7,[java] error(10):  internal error: org.antlr.tool.Grammar.createLookaheadDFA(Grammar.java:1279): could not even do k=1 for decision 26; reason: timed out (>1000ms),sqljet
4,error: 'LIBECAP_VERSION' was not declared in this scope; did you mean 'SSL_SECOP_VERSION'?,squid
3,make[4]: *** [Makefile:40491: test-suite.log] Error 1 make[3]: *** [Makefile:40599: check-TESTS] Error 2,sssd
2,ModuleNotFoundError: No module named 'javapackages',stax2-api
10,[ERROR] [ERROR] Some problems were encountered while processing the POMs: [FATAL] Non-resolvable parent POM for org.jvnet.staxex:stax-ex:1.8: Could not transfer artifact net.java:jvnet-parent:pom:5 from/to huaweicloud,stax-ex
1,configure.ac:20: error: Autoconf version 2.70 or higher is required configure.ac:20: the top level,sudo
3,make[3]: *** [Makefile:698: test-suite.log] Error 1 make[2]: *** [Makefile:806: check-TESTS] Error 2,swtpm
2,configure: error: Package requirements (luajit) were not met: Package 'luajit'  required by 'virtual:world'  not found,sysbench
4,vendor/github.com/opencontainers/runc/libcontainer/init_linux.go:271:12: undefined: system.Setuid,syscontainer-tools
2,ModuleNotFoundError: No module named 'giscanner._giscanner',telepathy-glib
2,ModuleNotFoundError: No module named 'giscanner._giscanner',telepathy-logger
8,tar: /home/abuild/rpmbuild/SOURCES/external-riscv64.tar.bz2: Cannot open: No such file or directory,tensorflow
2,ModuleNotFoundError: No module named 'javapackages',testing
2,configure: error: some requested system libraries failed,texlive-base
2,configure: error: failed to find required module fontforge,thai-scalable-fonts
6,/home/abuild/rpmbuild/BUILD/pegasus/mak/config.mak:336: *** PEGASUS_PLATFORM environment variable must be set to one of the following:,tog-pegasus
2,ModuleNotFoundError: No module named 'giscanner._giscanner', totem
2,ModuleNotFoundError: No module named 'giscanner._giscanner',totem-pl-parser
2,ModuleNotFoundError: No module named 'giscanner._giscanner',tracker
9,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.8.0:compile (default-compile) on project tycho-p2-extras-plugin: Compilation failure,tycho-extras
1,configure: error: Package requirements (blockdev >= 2.25) were not met: Package dependency requirement 'blockdev >= 2.25' could not be satisfied. Package 'blockdev' has version '2.24'  required version is '>= 2.25',udisks2
2,ModuleNotFoundError: No module named 'giscanner._giscanner',upower
4,error: array bound is not an integer constant before ']' token,usbguard
3,1 tests of 213 FAILED,util-linux
2,configure: error: Package requirements (libpcre2-8) were not met: Package 'libpcre2-8'  required by 'virtual:world'  not found,varnish
